customer_id,segment,gender,past_3_years_bike_related_purchases,wealth_segment,owns_car,tenure,state,age_group,property_valuation,age,ltv
2821,Mid-Value,Male,13,Affluent Customer,No,11.0,NSW,"(29.0, 39.0]",11,36.0,1471.9100000000003
2822,Mid-Value,Female,83,Mass Customer,No,3.0,VIC,"(29.0, 39.0]",12,39.0,5473.669999999999
2823,Mid-Value,Male,98,Mass Customer,No,7.0,NSW,"(39.0, 49.0]",6,49.0,1636.08
2824,Mid-Value,Male,41,Affluent Customer,No,7.0,VIC,"(19.0, 29.0]",10,25.0,5278.0199999999995
2825,Low-Value,Female,28,Affluent Customer,Yes,19.0,NSW,"(39.0, 49.0]",9,49.0,1854.5300000000002
2826,High-Value,Female,73,Mass Customer,No,15.0,VIC,"(49.0, 59.0]",10,58.0,6755.16
2827,Mid-Value,Female,17,High Net Worth,No,14.0,NSW,"(39.0, 49.0]",11,47.0,2208.8900000000003
2828,Low-Value,Female,37,High Net Worth,Yes,4.0,VIC,"(19.0, 29.0]",10,22.0,262.52999999999986
2829,Low-Value,Female,2,High Net Worth,No,11.0,NSW,"(39.0, 49.0]",8,41.0,1747.0800000000002
2830,Mid-Value,Male,39,High Net Worth,No,9.0,VIC,"(59.0, 69.0]",10,62.0,2490.7599999999998
2831,Mid-Value,Female,16,Mass Customer,Yes,11.0,NSW,"(49.0, 59.0]",12,53.0,3975.17
2832,Mid-Value,Male,9,Mass Customer,Yes,9.0,VIC,"(39.0, 49.0]",8,44.0,3531.57
2833,Mid-Value,Male,60,Mass Customer,Yes,3.0,NSW,"(19.0, 29.0]",4,21.0,2638.92
2834,Low-Value,Male,33,Affluent Customer,No,9.0,NSW,"(39.0, 49.0]",7,40.0,2115.86
2835,Low-Value,Female,30,Affluent Customer,No,2.0,NSW,"(19.0, 29.0]",8,23.0,328.77
2836,High-Value,Female,80,Mass Customer,No,16.0,NSW,"(49.0, 59.0]",9,57.0,4664.400000000001
2837,Mid-Value,Female,81,Mass Customer,No,10.0,VIC,"(29.0, 39.0]",8,33.0,3171.3899999999994
2838,Mid-Value,Female,14,High Net Worth,No,21.0,QLD,"(39.0, 49.0]",8,44.0,1554.3400000000004
2839,Mid-Value,Female,12,Mass Customer,No,10.0,NSW,"(39.0, 49.0]",7,43.0,2693.0400000000004
2840,Mid-Value,Male,63,Mass Customer,Yes,9.0,VIC,"(19.0, 29.0]",3,28.0,811.67
2841,High-Value,Female,19,Mass Customer,No,16.0,NSW,"(49.0, 59.0]",7,58.0,6522.279999999999
2842,Mid-Value,Female,80,Mass Customer,No,6.0,NSW,"(49.0, 59.0]",12,52.0,1410.6
2843,Mid-Value,Female,42,Affluent Customer,Yes,5.0,NSW,"(49.0, 59.0]",8,52.0,4117.49
2844,Mid-Value,Female,98,Mass Customer,Yes,13.0,NSW,"(39.0, 49.0]",7,45.0,3710.169999999999
2845,Mid-Value,Female,1,Mass Customer,No,11.0,QLD,"(39.0, 49.0]",7,46.0,2497.72
2846,Mid-Value,Female,66,Mass Customer,No,14.0,VIC,"(49.0, 59.0]",10,50.0,986.7099999999999
2847,Mid-Value,Female,50,Mass Customer,No,12.0,NSW,"(39.0, 49.0]",9,44.0,4509.110000000001
2848,Mid-Value,Female,42,Mass Customer,Yes,13.0,VIC,"(49.0, 59.0]",12,54.0,3121.17
2849,Low-Value,Male,65,High Net Worth,Yes,2.0,NSW,"(19.0, 29.0]",8,26.0,1549.8200000000002
2850,Mid-Value,Female,74,Mass Customer,Yes,5.0,NSW,"(39.0, 49.0]",9,48.0,5043.07
2851,Mid-Value,Male,36,Affluent Customer,Yes,16.0,NSW,"(39.0, 49.0]",8,45.0,4113.780000000001
2852,Mid-Value,Female,20,High Net Worth,Yes,14.0,VIC,"(39.0, 49.0]",9,49.0,3954.0
2853,Mid-Value,Male,65,High Net Worth,Yes,7.0,NSW,"(29.0, 39.0]",10,35.0,4610.6
2854,Mid-Value,,49,High Net Worth,Yes,,NSW,,4,,2475.72
2855,Mid-Value,Female,81,Mass Customer,Yes,17.0,NSW,"(39.0, 49.0]",10,45.0,63.83
2856,Mid-Value,Female,53,Mass Customer,Yes,13.0,NSW,"(39.0, 49.0]",10,44.0,5583.330000000001
2857,Mid-Value,Female,9,Mass Customer,Yes,17.0,QLD,"(59.0, 69.0]",6,63.0,5373.63
2858,Mid-Value,Male,4,Mass Customer,Yes,1.0,NSW,"(10.0, 19.0]",10,19.0,3119.3199999999997
2859,Mid-Value,Female,98,High Net Worth,No,5.0,QLD,"(19.0, 29.0]",7,27.0,4153.82
2860,High-Value,Female,13,Mass Customer,No,1.0,NSW,"(19.0, 29.0]",7,25.0,8357.7
2861,Mid-Value,Female,4,Mass Customer,Yes,4.0,QLD,"(39.0, 49.0]",9,46.0,4518.27
2862,Mid-Value,Male,46,Mass Customer,No,10.0,NSW,"(29.0, 39.0]",10,33.0,1870.13
2863,Low-Value,Male,90,Mass Customer,No,16.0,NSW,"(49.0, 59.0]",3,55.0,167.20999999999995
2864,Mid-Value,Female,36,Mass Customer,No,21.0,VIC,"(39.0, 49.0]",6,46.0,3022.999999999999
2865,High-Value,Female,11,High Net Worth,No,3.0,NSW,"(19.0, 29.0]",9,23.0,5283.910000000001
2866,Mid-Value,Male,10,High Net Worth,No,7.0,NSW,"(19.0, 29.0]",7,25.0,2443.5699999999997
2867,Mid-Value,Male,53,High Net Worth,No,12.0,NSW,"(59.0, 69.0]",6,65.0,1087.18
2868,Mid-Value,Female,20,High Net Worth,No,10.0,NSW,"(39.0, 49.0]",10,48.0,2129.53
2869,Mid-Value,Female,19,Affluent Customer,No,2.0,NSW,"(19.0, 29.0]",9,20.0,1914.9099999999999
2870,Low-Value,Male,99,Mass Customer,No,11.0,NSW,"(59.0, 69.0]",7,63.0,135.89999999999995
2871,Mid-Value,Male,49,High Net Worth,Yes,15.0,NSW,"(39.0, 49.0]",12,42.0,2345.94
2872,Mid-Value,Female,52,Affluent Customer,Yes,17.0,QLD,"(39.0, 49.0]",8,47.0,3109.93
2873,Low-Value,Female,59,Mass Customer,No,13.0,NSW,"(29.0, 39.0]",8,39.0,2127.43
2874,High-Value,Female,97,Affluent Customer,No,18.0,VIC,"(39.0, 49.0]",7,43.0,7910.31
2875,Mid-Value,Male,71,High Net Worth,No,2.0,QLD,"(19.0, 29.0]",9,22.0,3231.91
2876,Low-Value,Male,68,High Net Worth,No,10.0,NSW,"(39.0, 49.0]",10,40.0,209.84000000000003
2877,Mid-Value,Male,59,Affluent Customer,Yes,18.0,QLD,"(49.0, 59.0]",5,53.0,4947.27
2878,Mid-Value,Male,73,Mass Customer,Yes,9.0,NSW,"(29.0, 39.0]",6,35.0,784.9099999999999
2879,Mid-Value,Female,62,Mass Customer,Yes,5.0,VIC,"(39.0, 49.0]",9,46.0,5572.110000000001
2880,High-Value,Male,43,Mass Customer,No,7.0,NSW,"(49.0, 59.0]",9,53.0,4772.56
2881,Mid-Value,Male,71,Affluent Customer,Yes,11.0,NSW,"(49.0, 59.0]",11,58.0,3646.67
2882,Low-Value,Female,62,Mass Customer,No,9.0,QLD,"(29.0, 39.0]",3,34.0,1486.38
2883,Mid-Value,Male,84,Mass Customer,Yes,2.0,NSW,"(19.0, 29.0]",8,25.0,5553.210000000001
2884,Mid-Value,Female,99,Mass Customer,No,15.0,NSW,"(49.0, 59.0]",9,59.0,3957.41
2885,Mid-Value,Female,70,Mass Customer,Yes,4.0,NSW,"(49.0, 59.0]",8,51.0,4839.41
2886,Mid-Value,Female,39,Mass Customer,No,14.0,NSW,"(49.0, 59.0]",11,59.0,4022.79
2887,High-Value,Male,42,High Net Worth,Yes,18.0,NSW,"(39.0, 49.0]",10,47.0,6202.900000000001
2888,Mid-Value,Male,37,High Net Worth,Yes,16.0,NSW,"(49.0, 59.0]",7,58.0,5055.73
2889,Mid-Value,Male,55,Mass Customer,Yes,8.0,VIC,"(29.0, 39.0]",5,34.0,4722.62
2890,Mid-Value,Male,64,Affluent Customer,Yes,20.0,NSW,"(59.0, 69.0]",11,61.0,3978.8900000000003
2891,Mid-Value,Female,5,High Net Worth,Yes,12.0,NSW,"(29.0, 39.0]",11,34.0,4629.95
2892,Mid-Value,Male,59,Affluent Customer,Yes,7.0,NSW,"(49.0, 59.0]",7,55.0,4015.0199999999995
2893,Mid-Value,Male,84,Mass Customer,No,11.0,NSW,"(39.0, 49.0]",8,40.0,3533.559999999999
2894,Mid-Value,Male,91,Mass Customer,Yes,22.0,QLD,"(39.0, 49.0]",4,43.0,7544.080000000002
2895,Low-Value,Female,85,Mass Customer,Yes,5.0,NSW,"(49.0, 59.0]",9,54.0,950.56
2896,Low-Value,Female,5,Mass Customer,Yes,12.0,VIC,"(49.0, 59.0]",4,50.0,1319.83
2897,Mid-Value,Female,94,Affluent Customer,No,5.0,VIC,"(49.0, 59.0]",10,58.0,2828.37
2898,Low-Value,Female,81,Affluent Customer,Yes,5.0,NSW,"(49.0, 59.0]",7,55.0,2343.000000000001
2899,Mid-Value,Female,13,High Net Worth,No,4.0,NSW,"(29.0, 39.0]",1,30.0,2554.4900000000002
2900,Low-Value,Male,29,Mass Customer,Yes,18.0,NSW,"(29.0, 39.0]",7,34.0,2041.2
2901,Mid-Value,Male,77,Mass Customer,Yes,6.0,QLD,"(19.0, 29.0]",3,25.0,5850.340000000001
2902,Low-Value,Female,57,Mass Customer,Yes,7.0,NSW,"(39.0, 49.0]",9,46.0,899.7599999999998
2903,Mid-Value,Male,47,Affluent Customer,Yes,9.0,NSW,"(39.0, 49.0]",8,43.0,1370.8
2904,Mid-Value,Female,26,High Net Worth,Yes,11.0,NSW,"(39.0, 49.0]",9,43.0,3163.3900000000003
2905,Mid-Value,Female,34,Mass Customer,No,14.0,NSW,"(49.0, 59.0]",5,56.0,689.79
2906,Mid-Value,Female,93,Mass Customer,Yes,4.0,NSW,"(19.0, 29.0]",4,28.0,1408.3499999999997
2907,Mid-Value,Male,89,High Net Worth,No,8.0,VIC,"(39.0, 49.0]",10,44.0,5213.35
2908,Mid-Value,Female,42,Affluent Customer,Yes,11.0,VIC,"(59.0, 69.0]",8,65.0,2066.4899999999993
2909,Mid-Value,Female,31,High Net Worth,No,6.0,VIC,"(39.0, 49.0]",9,41.0,4644.2300000000005
2910,Mid-Value,Female,15,Mass Customer,Yes,12.0,VIC,"(49.0, 59.0]",10,58.0,3564.73
2911,Low-Value,Female,55,Mass Customer,No,11.0,VIC,"(49.0, 59.0]",10,52.0,687.5100000000002
2912,High-Value,Male,60,High Net Worth,No,4.0,NSW,"(39.0, 49.0]",11,44.0,8835.01
2913,Mid-Value,Male,44,Affluent Customer,Yes,14.0,VIC,"(59.0, 69.0]",5,65.0,1548.6499999999996
2914,High-Value,Female,76,Affluent Customer,Yes,11.0,NSW,"(29.0, 39.0]",9,38.0,6835.96
2915,Mid-Value,Female,32,Mass Customer,No,17.0,QLD,"(39.0, 49.0]",4,45.0,1661.98
2916,Mid-Value,Male,23,Affluent Customer,Yes,9.0,QLD,"(49.0, 59.0]",8,51.0,2509.8
2917,Mid-Value,Male,21,Affluent Customer,No,18.0,QLD,"(39.0, 49.0]",6,44.0,3758.87
2918,Mid-Value,Female,58,Mass Customer,Yes,5.0,QLD,"(29.0, 39.0]",8,32.0,3469.6
2919,Mid-Value,Male,47,High Net Worth,Yes,8.0,QLD,"(49.0, 59.0]",9,56.0,3489.3299999999995
2920,Low-Value,,0,Mass Customer,Yes,,NSW,,8,,1774.7
2921,Mid-Value,Female,15,Mass Customer,No,7.0,QLD,"(39.0, 49.0]",9,44.0,2718.2800000000007
2922,Mid-Value,Male,34,Affluent Customer,Yes,10.0,QLD,"(29.0, 39.0]",4,39.0,3257.52
2923,Mid-Value,Female,46,Affluent Customer,Yes,4.0,NSW,"(39.0, 49.0]",2,49.0,3149.250000000001
2924,Mid-Value,Female,79,Mass Customer,Yes,6.0,VIC,"(29.0, 39.0]",10,33.0,2561.67
2925,Mid-Value,Male,36,Affluent Customer,Yes,19.0,NSW,"(39.0, 49.0]",8,42.0,2770.16
2926,Low-Value,Female,27,High Net Worth,No,12.0,QLD,"(49.0, 59.0]",12,58.0,1341.6799999999998
2927,Low-Value,Male,49,Affluent Customer,Yes,14.0,VIC,"(59.0, 69.0]",11,60.0,2440.02
2928,Mid-Value,Male,92,Mass Customer,No,5.0,NSW,"(19.0, 29.0]",10,28.0,3739.81
2929,High-Value,Male,97,Mass Customer,No,2.0,QLD,"(19.0, 29.0]",3,21.0,6692.389999999999
2930,Mid-Value,Male,46,Mass Customer,No,3.0,NSW,"(19.0, 29.0]",10,23.0,3166.93
2931,Mid-Value,Male,61,Mass Customer,Yes,6.0,QLD,"(39.0, 49.0]",5,42.0,1700.5500000000004
2932,High-Value,Male,4,Mass Customer,No,17.0,QLD,"(29.0, 39.0]",3,35.0,5823.709999999999
2933,Mid-Value,Male,61,Affluent Customer,Yes,6.0,VIC,"(29.0, 39.0]",5,34.0,1241.68
2934,Mid-Value,Female,26,Mass Customer,Yes,9.0,NSW,"(29.0, 39.0]",2,34.0,3777.2599999999998
2935,Mid-Value,Female,41,Mass Customer,No,17.0,NSW,"(39.0, 49.0]",9,42.0,2017.1799999999998
2936,Mid-Value,Female,23,Mass Customer,Yes,11.0,NSW,"(29.0, 39.0]",10,36.0,5550.619999999999
2937,High-Value,Female,47,Mass Customer,No,15.0,VIC,"(39.0, 49.0]",8,46.0,6294.38
2938,Mid-Value,Male,79,Affluent Customer,No,2.0,QLD,"(19.0, 29.0]",7,21.0,4655.529999999999
2939,Low-Value,Female,38,Mass Customer,Yes,17.0,NSW,"(29.0, 39.0]",9,34.0,1600.4099999999999
2940,Mid-Value,Male,83,Affluent Customer,Yes,14.0,QLD,"(49.0, 59.0]",3,50.0,4384.62
2941,Mid-Value,Female,38,Mass Customer,No,10.0,QLD,"(49.0, 59.0]",1,57.0,2769.25
2942,Mid-Value,Male,10,High Net Worth,No,10.0,NSW,"(49.0, 59.0]",5,50.0,3872.2299999999996
2943,Mid-Value,Male,65,High Net Worth,No,17.0,QLD,"(39.0, 49.0]",3,42.0,2125.2199999999993
2944,Mid-Value,Male,45,Affluent Customer,No,7.0,NSW,"(39.0, 49.0]",10,43.0,1458.81
2945,Low-Value,Male,79,Mass Customer,No,18.0,NSW,"(39.0, 49.0]",9,48.0,397.23
2946,High-Value,Male,14,Mass Customer,Yes,7.0,VIC,"(29.0, 39.0]",10,30.0,3823.3799999999997
2947,Mid-Value,Male,75,Mass Customer,No,11.0,QLD,"(39.0, 49.0]",3,43.0,4595.070000000001
2948,Mid-Value,Male,23,Mass Customer,Yes,2.0,QLD,"(19.0, 29.0]",9,24.0,2670.1300000000006
2949,Mid-Value,Female,68,Mass Customer,No,17.0,VIC,"(39.0, 49.0]",5,43.0,952.8999999999999
2950,Low-Value,Male,19,Mass Customer,Yes,10.0,VIC,"(59.0, 69.0]",6,66.0,645.99
2951,Mid-Value,Male,13,High Net Worth,No,12.0,VIC,"(39.0, 49.0]",8,43.0,4729.7300000000005
2952,Mid-Value,Female,28,High Net Worth,Yes,16.0,NSW,"(39.0, 49.0]",10,45.0,2543.890000000001
2953,Mid-Value,Male,45,High Net Worth,Yes,8.0,VIC,"(39.0, 49.0]",7,48.0,2881.2100000000005
2954,Mid-Value,Female,23,Mass Customer,No,16.0,VIC,"(39.0, 49.0]",8,46.0,2388.19
2955,Mid-Value,Male,74,High Net Worth,No,13.0,NSW,"(29.0, 39.0]",9,31.0,4306.129999999999
2956,Mid-Value,Male,17,Mass Customer,Yes,19.0,NSW,"(59.0, 69.0]",9,61.0,2683.6699999999996
2957,Low-Value,Male,66,Affluent Customer,No,11.0,NSW,"(49.0, 59.0]",8,51.0,2844.83
2958,Mid-Value,Male,10,Affluent Customer,Yes,14.0,NSW,"(39.0, 49.0]",8,45.0,1892.1200000000001
2959,Low-Value,Female,1,Mass Customer,Yes,11.0,QLD,"(59.0, 69.0]",5,67.0,1835.2600000000002
2960,Mid-Value,Female,6,Mass Customer,Yes,16.0,NSW,"(39.0, 49.0]",4,44.0,2935.67
2961,Mid-Value,Male,56,Mass Customer,Yes,12.0,VIC,"(39.0, 49.0]",8,45.0,6234.869999999999
2962,Low-Value,Female,26,Mass Customer,No,15.0,NSW,"(39.0, 49.0]",11,49.0,444.6500000000001
2963,Mid-Value,,17,Affluent Customer,Yes,,NSW,,10,,1205.8700000000001
2964,Low-Value,Female,36,Mass Customer,Yes,14.0,NSW,"(39.0, 49.0]",10,47.0,2411.8899999999994
2965,Mid-Value,Female,24,High Net Worth,No,8.0,NSW,"(39.0, 49.0]",5,48.0,2422.72
2966,Mid-Value,Female,81,Mass Customer,Yes,5.0,NSW,"(49.0, 59.0]",9,51.0,2629.22
2967,Mid-Value,Male,60,Affluent Customer,Yes,20.0,QLD,"(39.0, 49.0]",3,41.0,2466.2799999999997
2968,Mid-Value,Male,38,High Net Worth,No,16.0,QLD,"(39.0, 49.0]",8,43.0,1644.2700000000002
2969,Mid-Value,Male,12,Mass Customer,Yes,6.0,NSW,"(39.0, 49.0]",9,46.0,2998.0299999999997
2970,Low-Value,Female,64,Mass Customer,No,5.0,NSW,"(19.0, 29.0]",8,28.0,1111.1100000000001
2971,Mid-Value,Female,5,High Net Worth,Yes,8.0,NSW,"(49.0, 59.0]",12,53.0,1511.3200000000002
2972,Low-Value,Female,11,High Net Worth,No,17.0,NSW,"(59.0, 69.0]",9,65.0,1188.88
2973,Low-Value,Male,34,High Net Worth,No,5.0,VIC,"(39.0, 49.0]",11,48.0,2016.0299999999997
2974,Low-Value,Female,1,High Net Worth,No,15.0,VIC,"(39.0, 49.0]",7,45.0,255.19
2975,Low-Value,Female,67,Mass Customer,No,14.0,NSW,"(39.0, 49.0]",9,40.0,2020.68
2976,Mid-Value,Male,16,Mass Customer,Yes,8.0,VIC,"(49.0, 59.0]",9,56.0,3521.6300000000006
2977,Mid-Value,Female,28,Affluent Customer,No,18.0,VIC,"(39.0, 49.0]",4,43.0,1936.24
2978,Low-Value,Male,96,Affluent Customer,No,10.0,NSW,"(39.0, 49.0]",9,46.0,827.71
2979,Low-Value,Female,39,Mass Customer,No,18.0,VIC,"(39.0, 49.0]",6,44.0,2582.78
2980,Mid-Value,Female,27,Mass Customer,No,4.0,VIC,"(39.0, 49.0]",6,41.0,2573.0400000000004
2981,Mid-Value,Male,26,High Net Worth,Yes,21.0,NSW,"(39.0, 49.0]",9,40.0,2643.87
2982,Mid-Value,Female,30,Mass Customer,Yes,11.0,VIC,"(29.0, 39.0]",9,38.0,6366.75
2983,Mid-Value,Male,2,Mass Customer,Yes,17.0,VIC,"(29.0, 39.0]",9,36.0,3344.17
2984,Mid-Value,Female,48,Mass Customer,Yes,13.0,NSW,"(59.0, 69.0]",11,61.0,3865.9700000000007
2985,High-Value,Male,69,Affluent Customer,Yes,14.0,NSW,"(29.0, 39.0]",10,34.0,6308.159999999999
2986,Mid-Value,Male,60,Mass Customer,No,13.0,NSW,"(39.0, 49.0]",9,40.0,5017.74
2987,Mid-Value,Female,51,High Net Worth,Yes,4.0,NSW,"(29.0, 39.0]",8,36.0,2846.6699999999996
2988,Mid-Value,Female,20,Mass Customer,Yes,1.0,VIC,"(19.0, 29.0]",10,23.0,3034.9700000000003
2989,Mid-Value,Male,37,High Net Worth,Yes,2.0,NSW,"(19.0, 29.0]",10,20.0,6845.0599999999995
2990,Mid-Value,Male,65,High Net Worth,No,8.0,NSW,"(39.0, 49.0]",12,43.0,2584.6900000000005
2991,Mid-Value,Female,48,Mass Customer,No,11.0,NSW,"(49.0, 59.0]",4,56.0,2602.5200000000004
2992,High-Value,Female,26,Mass Customer,Yes,10.0,VIC,"(39.0, 49.0]",5,46.0,6871.54
2993,High-Value,Female,85,Affluent Customer,No,4.0,NSW,"(19.0, 29.0]",9,26.0,5400.879999999999
2994,Mid-Value,Female,26,Mass Customer,Yes,18.0,NSW,"(39.0, 49.0]",8,44.0,179.83999999999997
2995,Mid-Value,Male,60,Mass Customer,Yes,2.0,NSW,"(19.0, 29.0]",7,24.0,3066.6800000000003
2996,Mid-Value,Female,67,Mass Customer,No,14.0,QLD,"(49.0, 59.0]",7,53.0,1751.7199999999998
2997,Mid-Value,Female,57,Affluent Customer,No,10.0,QLD,"(39.0, 49.0]",3,47.0,2035.0200000000002
2998,Mid-Value,Female,34,High Net Worth,Yes,2.0,QLD,"(19.0, 29.0]",7,20.0,2511.7
2999,High-Value,,28,Affluent Customer,Yes,,VIC,,8,,8095.200000000001
3000,Mid-Value,Male,28,Affluent Customer,No,22.0,NSW,"(39.0, 49.0]",10,46.0,3354.2699999999995
3001,Low-Value,Male,48,Mass Customer,No,20.0,NSW,"(39.0, 49.0]",10,43.0,3378.5700000000006
3002,Mid-Value,Male,62,Mass Customer,Yes,16.0,NSW,"(59.0, 69.0]",2,64.0,3193.23
3003,Mid-Value,Female,72,Mass Customer,Yes,4.0,NSW,"(49.0, 59.0]",8,57.0,5168.139999999999
3004,Mid-Value,Male,82,Mass Customer,Yes,16.0,VIC,"(59.0, 69.0]",9,66.0,3550.04
3005,Low-Value,Male,36,Affluent Customer,Yes,8.0,NSW,"(49.0, 59.0]",10,52.0,2602.3099999999995
3006,Mid-Value,Female,72,Mass Customer,Yes,21.0,NSW,"(29.0, 39.0]",7,32.0,3901.96
3007,Mid-Value,Male,38,Mass Customer,No,16.0,NSW,"(39.0, 49.0]",10,47.0,4500.3
3008,Mid-Value,Female,40,High Net Worth,Yes,17.0,NSW,"(29.0, 39.0]",7,38.0,3216.01
3009,Mid-Value,Female,11,High Net Worth,Yes,14.0,VIC,"(39.0, 49.0]",7,43.0,2250.2999999999997
3010,Mid-Value,Female,16,Affluent Customer,No,5.0,NSW,"(49.0, 59.0]",8,50.0,2413.3200000000006
3011,Mid-Value,Female,84,High Net Worth,No,3.0,NSW,"(19.0, 29.0]",12,26.0,1349.76
3012,Mid-Value,,81,Mass Customer,Yes,,VIC,,2,,6440.130000000001
3013,Mid-Value,Female,94,High Net Worth,No,6.0,QLD,"(49.0, 59.0]",7,52.0,3849.1899999999996
3014,Mid-Value,Female,59,High Net Worth,No,1.0,NSW,"(10.0, 19.0]",10,19.0,4656.840000000001
3015,High-Value,Female,25,Affluent Customer,No,1.0,QLD,"(19.0, 29.0]",9,20.0,6814.579999999999
3016,Mid-Value,Male,25,High Net Worth,No,11.0,NSW,"(29.0, 39.0]",10,35.0,4253.5
3017,Mid-Value,Male,88,Affluent Customer,No,7.0,VIC,"(59.0, 69.0]",9,65.0,4124.119999999999
3018,Mid-Value,Female,16,High Net Worth,Yes,15.0,NSW,"(39.0, 49.0]",9,49.0,1798.2100000000003
3019,Low-Value,Male,98,Affluent Customer,Yes,14.0,NSW,"(29.0, 39.0]",9,35.0,1138.54
3020,High-Value,Male,13,High Net Worth,Yes,10.0,QLD,"(49.0, 59.0]",1,55.0,2771.4799999999996
3021,Mid-Value,Male,4,Mass Customer,No,9.0,VIC,"(29.0, 39.0]",4,38.0,2943.7799999999997
3022,Mid-Value,Female,21,High Net Worth,No,8.0,QLD,"(29.0, 39.0]",8,32.0,2614.37
3023,Low-Value,Female,37,High Net Worth,Yes,7.0,NSW,"(19.0, 29.0]",9,26.0,661.9399999999999
3024,Low-Value,Male,86,Mass Customer,No,12.0,VIC,"(59.0, 69.0]",6,62.0,3321.76
3025,Low-Value,Male,27,Mass Customer,Yes,9.0,NSW,"(39.0, 49.0]",11,43.0,1652.2999999999997
3026,Mid-Value,Female,11,Mass Customer,Yes,5.0,NSW,"(29.0, 39.0]",9,32.0,1886.6
3027,Mid-Value,Male,83,Mass Customer,Yes,5.0,QLD,"(39.0, 49.0]",3,43.0,1393.6599999999999
3028,Mid-Value,Female,67,High Net Worth,No,20.0,QLD,"(59.0, 69.0]",2,64.0,3043.1599999999994
3029,Low-Value,Male,85,Mass Customer,No,13.0,NSW,"(39.0, 49.0]",10,42.0,1922.75
3030,Mid-Value,Female,68,Affluent Customer,No,3.0,NSW,"(19.0, 29.0]",5,22.0,2713.3799999999997
3031,Mid-Value,Male,95,Mass Customer,Yes,5.0,QLD,"(19.0, 29.0]",1,25.0,2910.8700000000003
3032,High-Value,Male,53,Affluent Customer,Yes,5.0,QLD,"(19.0, 29.0]",6,28.0,6183.309999999999
3033,Low-Value,Female,60,High Net Worth,No,12.0,VIC,"(39.0, 49.0]",7,42.0,1418.21
3034,Mid-Value,Female,54,Mass Customer,Yes,18.0,VIC,"(59.0, 69.0]",6,64.0,2661.2799999999997
3035,Mid-Value,Male,98,High Net Worth,No,13.0,NSW,"(39.0, 49.0]",11,40.0,2429.1600000000003
3036,Mid-Value,Female,24,Affluent Customer,Yes,11.0,NSW,"(39.0, 49.0]",8,43.0,3750.72
3037,Low-Value,Female,30,High Net Worth,Yes,18.0,NSW,"(39.0, 49.0]",11,49.0,1404.96
3038,Mid-Value,Female,45,High Net Worth,No,13.0,QLD,"(59.0, 69.0]",5,62.0,3194.9299999999994
3039,Mid-Value,Female,52,Affluent Customer,No,18.0,NSW,"(49.0, 59.0]",8,52.0,4762.49
3040,Low-Value,Female,87,Mass Customer,No,5.0,NSW,"(49.0, 59.0]",9,54.0,2981.95
3041,Low-Value,Female,20,Mass Customer,Yes,11.0,QLD,"(39.0, 49.0]",7,47.0,1211.5700000000002
3042,Mid-Value,Male,76,High Net Worth,Yes,15.0,QLD,"(49.0, 59.0]",2,50.0,1629.2499999999998
3043,Mid-Value,Female,21,Mass Customer,Yes,18.0,NSW,"(29.0, 39.0]",8,39.0,2535.47
3044,High-Value,Male,59,Affluent Customer,Yes,19.0,VIC,"(29.0, 39.0]",12,30.0,5793.33
3045,Mid-Value,Male,52,Affluent Customer,Yes,2.0,QLD,"(19.0, 29.0]",1,24.0,5802.769999999999
3046,Low-Value,Female,53,Affluent Customer,No,18.0,NSW,"(49.0, 59.0]",8,56.0,3229.8599999999988
3047,Mid-Value,Male,20,Mass Customer,Yes,19.0,NSW,"(49.0, 59.0]",10,59.0,3909.140000000001
3048,High-Value,Male,38,Mass Customer,No,16.0,VIC,"(49.0, 59.0]",1,51.0,8379.960000000001
3049,Mid-Value,Male,72,High Net Worth,Yes,12.0,VIC,"(49.0, 59.0]",3,53.0,1833.49
3050,Mid-Value,Female,90,High Net Worth,No,5.0,NSW,"(19.0, 29.0]",6,23.0,6353.120000000001
3051,Low-Value,Female,81,Affluent Customer,Yes,7.0,NSW,"(39.0, 49.0]",11,47.0,2117.44
3052,Low-Value,Female,72,Mass Customer,No,18.0,NSW,"(39.0, 49.0]",9,44.0,666.31
3053,Low-Value,Female,67,High Net Worth,No,17.0,NSW,"(29.0, 39.0]",5,36.0,2338.53
3054,Mid-Value,Female,94,Affluent Customer,No,16.0,QLD,"(49.0, 59.0]",3,55.0,3330.78
3055,High-Value,Female,96,Mass Customer,Yes,2.0,QLD,"(19.0, 29.0]",6,21.0,5955.54
3056,Mid-Value,Female,43,Mass Customer,No,18.0,VIC,"(49.0, 59.0]",8,52.0,1246.69
3057,Mid-Value,Female,96,Mass Customer,No,9.0,NSW,"(39.0, 49.0]",10,44.0,5049.14
3058,Mid-Value,Male,67,Mass Customer,Yes,16.0,NSW,"(29.0, 39.0]",12,34.0,5935.449999999999
3059,Low-Value,Male,83,Mass Customer,No,17.0,VIC,"(59.0, 69.0]",7,62.0,2731.3099999999995
3060,High-Value,Male,28,Mass Customer,Yes,6.0,NSW,"(29.0, 39.0]",8,38.0,5684.7300000000005
3061,Mid-Value,Female,51,Affluent Customer,Yes,3.0,NSW,"(29.0, 39.0]",8,30.0,3232.7599999999998
3062,Mid-Value,Male,78,Mass Customer,No,13.0,QLD,"(49.0, 59.0]",2,58.0,2857.68
3063,Mid-Value,Male,74,Affluent Customer,No,2.0,QLD,"(19.0, 29.0]",6,21.0,1065.54
